episode,arm,seed,query_number,kind,conc_dfnb,equiv_pldn,tau,temperature,canonical_numeric_tuple,repeat_of_earlier_executed_query,first_query_number,objective_max_abs_difference_from_first_same_tuple,sty,e_factor,no_HVI,HV_increment,risk,proposal_count,invalid_proposals,elapsed_seconds,source_relative_path,source_sha256
test_gp_ei_scalarized_5101,gp_ei_scalarized,5101,1,paired_lhs_initial_design,0.249509810583916,1.150095070626968,1.6379911060165901,83.15495737042586,1.6379911060165901|1.150095070626968|0.249509810583916|83.15495737042586,False,1,,1717.6723228284347,17.000645198804175,1,0.0,,0,0,0.22116470336914062,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_gp_ei_scalarized_5101/query000.json,e194d97f0d0243eeb54f39f78b77edd3a8b4ec793b90b2e60223e029dae64fbc
test_gp_ei_scalarized_5101,gp_ei_scalarized,5101,2,paired_lhs_initial_design,0.3925337356420109,2.940321870537187,0.5767275054223111,62.18627205087249,0.5767275054223111|2.940321870537187|0.3925337356420109|62.18627205087249,False,2,,7655.383829732455,11.572595207318406,1,0.0,,0,0,0.1910567283630371,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_gp_ei_scalarized_5101/query001.json,49d0b9d6b3d276a0af3360e330559185e90bc3cd9c62cac2ef998c736ec85c05
test_gp_ei_scalarized_5101,gp_ei_scalarized,5101,3,paired_lhs_initial_design,0.1195673123054538,4.715770023731987,0.9074736943292698,117.84649398346099,0.9074736943292698|4.715770023731987|0.1195673123054538|117.84649398346099,False,3,,980.3839779662482,55.973134297559014,1,0.0,,0,0,0.22853708267211914,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_gp_ei_scalarized_5101/query002.json,28fbcf7cbadcc84209e1b9b05c49ff4d680ec74414f502ee370403234f74bd3f
test_gp_ei_scalarized_5101,gp_ei_scalarized,5101,4,paired_lhs_initial_design,0.2778740369503818,2.2319736479551335,1.1286183157849194,38.768120278079834,1.1286183157849194|2.2319736479551335|0.2778740369503818|38.768120278079834,False,4,,2745.4225918395746,15.88493317847494,1,0.0,,0,0,0.21617650985717773,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_gp_ei_scalarized_5101/query003.json,3a303c68a7834edc10a3fffd9b9580e000909fe119aa76fb94f04bad9fc86dda
test_gp_ei_scalarized_5101,gp_ei_scalarized,5101,5,paired_lhs_initial_design,0.4905192986293161,3.7395400615127117,1.8883187528047973,96.97072383073633,1.8883187528047973|3.7395400615127117|0.4905192986293161|96.97072383073633,False,5,,793.2497181688072,38.26587956113913,1,0.0,,0,0,0.20968151092529297,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_gp_ei_scalarized_5101/query004.json,29a562009d7dfb281eece4c753da3383175167a0dd0bd198540b7dd1ca0ebe94
test_gp_ei_scalarized_5101,gp_ei_scalarized,5101,6,gp_ei_scalarized,0.4727479699999094,1.4697631895542145,0.5166547088883817,90.22220662795007,0.5166547088883817|1.4697631895542145|0.4727479699999094|90.22220662795007,False,6,,10332.856768592828,9.15646750693524,0,0.0001185905240191909,,0,0,18.590219974517822,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_gp_ei_scalarized_5101/query005.json,b5b4767a9e21cd393a1ddc4ef1003b6a0c24100e0f901d9dee8e2cc1f47fdecb
test_gp_ei_scalarized_5101,gp_ei_scalarized,5101,7,gp_ei_scalarized,0.46453514136373997,4.891676165163517,1.9627110389992595,32.38014777190983,1.9627110389992595|4.891676165163517|0.46453514136373997|32.38014777190983,False,7,,2461.173324158482,11.593443929648878,1,0.0,,0,0,9.150836944580078,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_gp_ei_scalarized_5101/query006.json,186e837ece6354da3bcbe0964b4374beb4dc53cf4916d1dd997dd30b03b9d009
test_gp_ei_scalarized_5101,gp_ei_scalarized,5101,8,gp_ei_scalarized,0.49885372035205366,2.398526966571808,0.5045190625824034,92.36496171914041,0.5045190625824034|2.398526966571808|0.49885372035205366|92.36496171914041,False,8,,9955.501234464191,10.250269227336963,1,0.0,,0,0,7.222102403640747,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_gp_ei_scalarized_5101/query007.json,4500b5c833790e6f3f6f823bd4721b7c287c8b60d6266a79c183ea8be2b8652b
test_gp_ei_scalarized_5101,gp_ei_scalarized,5101,9,gp_ei_scalarized,0.48570928871631625,1.637117087841034,0.555670649278909,118.16029831767082,0.555670649278909|1.637117087841034|0.48570928871631625|118.16029831767082,False,9,,8694.989425155713,10.317573147213684,1,0.0,,0,0,5.920050144195557,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_gp_ei_scalarized_5101/query008.json,20dde9e28ee4e0b16fbcecb5b20e95632a45e1b078ac331c4bbf36a60ec214a6
test_gp_ei_scalarized_5101,gp_ei_scalarized,5101,10,gp_ei_scalarized,0.4763492207974196,1.888427797704935,0.5233663446269929,42.32214566320181,0.5233663446269929|1.888427797704935|0.4763492207974196|42.32214566320181,False,10,,9571.562676787526,10.02183468002269,1,0.0,,0,0,7.136940002441406,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_gp_ei_scalarized_5101/query009.json,bce9d0f013b304c86342a4673a01eb6fb6cdcaee17c934327a645b68a126c2f1
test_gp_ei_scalarized_5101,gp_ei_scalarized,5101,11,gp_ei_scalarized,0.4975366566330195,1.0822321735322475,0.5244402145035565,69.0924309566617,0.5244402145035565|1.0822321735322475|0.4975366566330195|69.0924309566617,False,11,,9701.980495209365,9.586244109092126,1,0.0,,0,0,10.648996353149414,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_gp_ei_scalarized_5101/query010.json,5ba8abb3c5642586ea40b1d19d92e5f13dedd76873553bebd4ca2f6605345a4b
test_gp_ei_scalarized_5101,gp_ei_scalarized,5101,12,gp_ei_scalarized,0.11491554938256741,4.798729859292507,1.992457689717412,64.19138699769974,1.992457689717412|4.798729859292507|0.11491554938256741|64.19138699769974,False,12,,595.8315077806996,41.64915470164256,1,0.0,,0,0,6.315900087356567,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_gp_ei_scalarized_5101/query011.json,baea2881162d55418e6c2e90516c66e16db36b356fe147abf24f6f391581916e
test_gp_ei_scalarized_5101,gp_ei_scalarized,5101,13,gp_ei_scalarized,0.12852512523531914,1.3698154799640179,1.9458825942128897,33.77456151880324,1.9458825942128897|1.3698154799640179|0.12852512523531914|33.77456151880324,False,13,,536.3076027377085,46.15759695291279,1,0.0,,0,0,8.359756708145142,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_gp_ei_scalarized_5101/query012.json,359a74c1521920f342e13f20e57a3f4770796b71cffa0985c8ac698bf814c7c7
test_gp_ei_scalarized_5101,gp_ei_scalarized,5101,14,gp_ei_scalarized,0.4923291940242053,4.31623350828886,0.5380090796388686,55.26473689824343,0.5380090796388686|4.31623350828886|0.4923291940242053|55.26473689824343,False,14,,9940.504656646614,10.304149146052325,1,0.0,,0,0,8.499602794647217,benchmark_extensions/summit_snar_main_repair_20260919_v2/runs/v2/episodes/test_gp_ei_scalarized_5101/query013.json,eee6bd8fff4eb03c8e07082f1eed96cbd4637d0e0d5e32182d554541816706cf
