job_id,arm,task_id,seed,decision_id,sequence,candidate_index,tool,disposition,generation_success,controller_schema_valid,graph_status,graph_error,support,scalar_NN,scalar_origin,decision_scalar,threshold,controller_enabled,scalar_above_threshold,supported_scalar_above_threshold,request_retry,trigger,trigger_source,triggered_heads,local_schema_issues,has_actual_next_candidate,next_scientific_rpc_id,direct_material_step_rpc_id,label_future_failure,tool_error,received_retry_feedback
component-final-32355a4d9bcc6137d52ada7b,baseline_reference,Al-Li-V,2,component-final-32355a4d9bcc6137d52ada7b:d0000000-c0,0,0,generate_structures,executed,True,,,,,0.49998217821121216,logging_only_entropy_NN,0.49998217821121216,0.6,False,False,False,False,,,[],[],False,4,,1,,
component-final-32355a4d9bcc6137d52ada7b,baseline_reference,Al-Li-V,2,component-final-32355a4d9bcc6137d52ada7b:d0000001-c0,1,0,select_for_evaluation,executed,True,,,,,0.5004896521568298,logging_only_entropy_NN,0.5004896521568298,0.6,False,False,False,False,,,[],[],False,4,4,1,,
component-final-32355a4d9bcc6137d52ada7b,baseline_reference,Al-Li-V,2,component-final-32355a4d9bcc6137d52ada7b:d0000002-c0,2,0,score_buffer,executed,True,,,,,0.5000839233398438,logging_only_entropy_NN,0.5000839233398438,0.6,False,False,False,False,,,[],[],False,8,,1,,
component-final-32355a4d9bcc6137d52ada7b,baseline_reference,Al-Li-V,2,component-final-32355a4d9bcc6137d52ada7b:d0000003-c0,3,0,select_for_evaluation,executed,True,,,,,0.500097393989563,logging_only_entropy_NN,0.500097393989563,0.6,False,False,False,False,,,[],[],False,8,8,1,,
component-final-32355a4d9bcc6137d52ada7b,baseline_reference,Al-Li-V,2,component-final-32355a4d9bcc6137d52ada7b:d0000004-c0,4,0,select_for_evaluation,executed,True,,,,,0.5000537633895874,logging_only_entropy_NN,0.5000537633895874,0.6,False,False,False,False,,,[],[],False,10,10,1,,
component-final-32355a4d9bcc6137d52ada7b,baseline_reference,Al-Li-V,2,component-final-32355a4d9bcc6137d52ada7b:d0000005-c0,5,0,generate_structures,executed,True,,,,,0.4999919533729553,logging_only_entropy_NN,0.4999919533729553,0.6,False,False,False,False,,,[],[],False,16,,1,,
component-final-32355a4d9bcc6137d52ada7b,baseline_reference,Al-Li-V,2,component-final-32355a4d9bcc6137d52ada7b:d0000006-c0,6,0,generate_structures,executed,True,,,,,0.500173807144165,logging_only_entropy_NN,0.500173807144165,0.6,False,False,False,False,,,[],[],False,16,,1,,
component-final-32355a4d9bcc6137d52ada7b,baseline_reference,Al-Li-V,2,component-final-32355a4d9bcc6137d52ada7b:d0000007-c0,7,0,select_for_evaluation,executed,True,,,,,0.49997055530548096,logging_only_entropy_NN,0.49997055530548096,0.6,False,False,False,False,,,[],[],False,16,16,1,,
component-final-32355a4d9bcc6137d52ada7b,baseline_reference,Al-Li-V,2,component-final-32355a4d9bcc6137d52ada7b:d0000008-c0,8,0,score_buffer,executed,True,,,,,0.5006795525550842,logging_only_entropy_NN,0.5006795525550842,0.6,False,False,False,False,,,[],[],False,22,,1,,
component-final-32355a4d9bcc6137d52ada7b,baseline_reference,Al-Li-V,2,component-final-32355a4d9bcc6137d52ada7b:d0000009-c0,9,0,select_for_evaluation,executed,True,,,,,0.49997007846832275,logging_only_entropy_NN,0.49997007846832275,0.6,False,False,False,False,,,[],[],False,22,,1,The selected hash is not in this composition buffer.,
component-final-32355a4d9bcc6137d52ada7b,baseline_reference,Al-Li-V,2,component-final-32355a4d9bcc6137d52ada7b:d0000010-c0,10,0,select_for_evaluation,executed,True,,,,,0.500049352645874,logging_only_entropy_NN,0.500049352645874,0.6,False,False,False,False,,,[],[],False,22,22,1,,
component-final-32355a4d9bcc6137d52ada7b,baseline_reference,Al-Li-V,2,component-final-32355a4d9bcc6137d52ada7b:d0000011-c0,11,0,generate_structures,executed,True,,,,,0.5000503063201904,logging_only_entropy_NN,0.5000503063201904,0.6,False,False,False,False,,,[],[],False,26,,1,,
component-final-32355a4d9bcc6137d52ada7b,baseline_reference,Al-Li-V,2,component-final-32355a4d9bcc6137d52ada7b:d0000012-c0,12,0,select_for_evaluation,executed,True,,,,,0.4999668598175049,logging_only_entropy_NN,0.4999668598175049,0.6,False,False,False,False,,,[],[],False,26,26,1,,
component-final-32355a4d9bcc6137d52ada7b,baseline_reference,Al-Li-V,2,component-final-32355a4d9bcc6137d52ada7b:d0000013-c0,13,0,generate_structures,executed,True,,,,,0.4998978078365326,logging_only_entropy_NN,0.4998978078365326,0.6,False,False,False,False,,,[],[],False,40,,1,,
component-final-32355a4d9bcc6137d52ada7b,baseline_reference,Al-Li-V,2,component-final-32355a4d9bcc6137d52ada7b:d0000014-c0,14,0,generate_structures,executed,True,,,,,0.5001728534698486,logging_only_entropy_NN,0.5001728534698486,0.6,False,False,False,False,,,[],[],False,40,,1,,
component-final-32355a4d9bcc6137d52ada7b,baseline_reference,Al-Li-V,2,component-final-32355a4d9bcc6137d52ada7b:d0000015-c0,15,0,select_for_evaluation,executed,True,,,,,0.5000373125076294,logging_only_entropy_NN,0.5000373125076294,0.6,False,False,False,False,,,[],[],False,40,,1,Select an existing buffer composition.,
component-final-32355a4d9bcc6137d52ada7b,baseline_reference,Al-Li-V,2,component-final-32355a4d9bcc6137d52ada7b:d0000016-c0,16,0,generate_structures,executed,True,,,,,0.5000106692314148,logging_only_entropy_NN,0.5000106692314148,0.6,False,False,False,False,,,[],[],False,40,,1,,
component-final-32355a4d9bcc6137d52ada7b,baseline_reference,Al-Li-V,2,component-final-32355a4d9bcc6137d52ada7b:d0000017-c0,17,0,score_buffer,executed,True,,,,,0.5001431107521057,logging_only_entropy_NN,0.5001431107521057,0.6,False,False,False,False,,,[],[],False,40,,1,,
component-final-32355a4d9bcc6137d52ada7b,baseline_reference,Al-Li-V,2,component-final-32355a4d9bcc6137d52ada7b:d0000018-c0,18,0,select_for_evaluation,executed,True,,,,,0.5001136660575867,logging_only_entropy_NN,0.5001136660575867,0.6,False,False,False,False,,,[],[],False,40,,1,Select an existing buffer composition.,
component-final-32355a4d9bcc6137d52ada7b,baseline_reference,Al-Li-V,2,component-final-32355a4d9bcc6137d52ada7b:d0000019-c0,19,0,select_for_evaluation,executed,True,,,,,0.5000329613685608,logging_only_entropy_NN,0.5000329613685608,0.6,False,False,False,False,,,[],[],False,40,40,1,,
component-final-32355a4d9bcc6137d52ada7b,baseline_reference,Al-Li-V,2,component-final-32355a4d9bcc6137d52ada7b:d0000020-c0,20,0,select_for_evaluation,executed,True,,,,,0.5000508427619934,logging_only_entropy_NN,0.5000508427619934,0.6,False,False,False,False,,,[],[],False,42,42,1,,
component-final-32355a4d9bcc6137d52ada7b,baseline_reference,Al-Li-V,2,component-final-32355a4d9bcc6137d52ada7b:d0000021-c0,21,0,select_for_evaluation,executed,True,,,,,0.5000702142715454,logging_only_entropy_NN,0.5000702142715454,0.6,False,False,False,False,,,[],[],False,44,44,1,,
component-final-32355a4d9bcc6137d52ada7b,baseline_reference,Al-Li-V,2,component-final-32355a4d9bcc6137d52ada7b:d0000022-c0,22,0,score_buffer,executed,True,,,,,0.5000752210617065,logging_only_entropy_NN,0.5000752210617065,0.6,False,False,False,False,,,[],[],False,48,,1,,
component-final-32355a4d9bcc6137d52ada7b,baseline_reference,Al-Li-V,2,component-final-32355a4d9bcc6137d52ada7b:d0000023-c0,23,0,select_for_evaluation,executed,True,,,,,0.5002568364143372,logging_only_entropy_NN,0.5002568364143372,0.6,False,False,False,False,,,[],[],False,48,48,1,,
component-final-10ad51e80000935d29c71786,baseline_reference,Al-Li-V,3,component-final-10ad51e80000935d29c71786:d0000000-c0,0,0,generate_structures,executed,True,,,,,0.4999887943267822,logging_only_entropy_NN,0.4999887943267822,0.6,False,False,False,False,,,[],[],False,4,,1,,
